PILE_FILE_NAME,PILE_LINE_NUMBER,PRD_FILE_NAME,PRD_LINE_NUMBER
00.jsonl,798665,sentences_70.txt,76106608
00.jsonl,798665,sentences_80.txt,79357182
00.jsonl,799968,sentences_68.txt,128493007
00.jsonl,803980,sentences_20.txt,126415559
00.jsonl,803998,sentences_48.txt,44699137
00.jsonl,806735,sentences_44.txt,27040528
00.jsonl,811276,sentences_56.txt,2359677
00.jsonl,811537,sentences_46.txt,32288201
00.jsonl,813423,sentences_77.txt,63900399
00.jsonl,813518,sentences_75.txt,26822753
00.jsonl,814141,sentences_39.txt,38074692
00.jsonl,817898,sentences_70.txt,79539984
00.jsonl,818556,sentences_14.txt,96613708
00.jsonl,819189,sentences_46.txt,101924482
00.jsonl,820034,sentences_10.txt,87348561
00.jsonl,825341,sentences_84.txt,76449532
00.jsonl,827662,sentences_06.txt,110325243
00.jsonl,830432,sentences_18.txt,13616745
00.jsonl,839398,sentences_22.txt,19915435
00.jsonl,841466,sentences_60.txt,97381903
00.jsonl,842500,sentences_29.txt,86983236
00.jsonl,843496,sentences_42.txt,70099061
00.jsonl,849540,sentences_69.txt,72419699
00.jsonl,851246,sentences_16.txt,68060093
00.jsonl,852050,sentences_28.txt,67982025
00.jsonl,852161,sentences_75.txt,85021853
00.jsonl,855010,sentences_25.txt,42591609
00.jsonl,856717,sentences_58.txt,75248618
00.jsonl,863727,sentences_41.txt,4738880
00.jsonl,865241,sentences_42.txt,65490195
00.jsonl,865705,sentences_05.txt,90534594
00.jsonl,866859,sentences_29.txt,119727147
00.jsonl,866987,sentences_07.txt,63605865
00.jsonl,869872,sentences_70.txt,26184839
00.jsonl,871028,sentences_54.txt,1395248
00.jsonl,872035,sentences_29.txt,4761926
00.jsonl,872464,sentences_15.txt,10956546
00.jsonl,872888,sentences_68.txt,98052153
00.jsonl,880512,sentences_14.txt,127574925
00.jsonl,881181,sentences_73.txt,113969409
00.jsonl,883397,sentences_20.txt,70286200
00.jsonl,891047,sentences_46.txt,100674202
00.jsonl,891301,sentences_44.txt,80557958
00.jsonl,893176,sentences_06.txt,136597374
00.jsonl,894154,sentences_50.txt,74972368
00.jsonl,894237,sentences_30.txt,125669107
00.jsonl,900224,sentences_77.txt,20224059
00.jsonl,900427,sentences_14.txt,70965961
00.jsonl,901165,sentences_76.txt,69515866
00.jsonl,902268,sentences_56.txt,69328193
00.jsonl,902541,sentences_21.txt,9479062
00.jsonl,904580,sentences_44.txt,11131478
00.jsonl,905316,sentences_28.txt,104341204
00.jsonl,908814,sentences_68.txt,72978568
00.jsonl,916007,sentences_74.txt,85055547
00.jsonl,918304,sentences_07.txt,88836353
00.jsonl,918859,sentences_39.txt,99069158
00.jsonl,919250,sentences_74.txt,74591973
00.jsonl,922772,sentences_29.txt,87738099
00.jsonl,924951,sentences_82.txt,62406913
00.jsonl,927249,sentences_21.txt,54756745
00.jsonl,932131,sentences_02.txt,52649166
00.jsonl,936631,sentences_46.txt,94900079
00.jsonl,938119,sentences_61.txt,49291830
00.jsonl,938119,sentences_64.txt,109353248
00.jsonl,940053,sentences_53.txt,29477908
00.jsonl,941250,sentences_09.txt,127212500
00.jsonl,941541,sentences_46.txt,111082634
00.jsonl,942987,sentences_49.txt,29783692
00.jsonl,948360,sentences_84.txt,48895121
00.jsonl,949407,sentences_84.txt,102637136
00.jsonl,952508,sentences_49.txt,30202424
00.jsonl,953933,sentences_02.txt,43323075
00.jsonl,957042,sentences_21.txt,111604659
00.jsonl,967110,sentences_29.txt,88176886
00.jsonl,973881,sentences_39.txt,92866736
00.jsonl,975515,sentences_52.txt,91797081
00.jsonl,977184,sentences_37.txt,35096347
00.jsonl,977860,sentences_09.txt,108882285
00.jsonl,980643,sentences_14.txt,139932276
00.jsonl,987962,sentences_18.txt,72038921
00.jsonl,988631,sentences_07.txt,61534315
00.jsonl,989703,sentences_07.txt,14406929
00.jsonl,990774,sentences_67.txt,120426823
00.jsonl,990883,sentences_19.txt,101918363
00.jsonl,990942,sentences_20.txt,44346479
00.jsonl,998447,sentences_70.txt,5734123
00.jsonl,1005727,sentences_14.txt,120247462
00.jsonl,1006454,sentences_39.txt,64681857
00.jsonl,1009508,sentences_02.txt,51092368
00.jsonl,1009808,sentences_82.txt,68332123
00.jsonl,1015571,sentences_34.txt,106959255
00.jsonl,1027475,sentences_19.txt,25597357
00.jsonl,1027981,sentences_58.txt,97237433
00.jsonl,1027981,sentences_60.txt,16249966
00.jsonl,1028318,sentences_19.txt,15904346
00.jsonl,1031089,sentences_48.txt,44699137
00.jsonl,1031996,sentences_78.txt,20592539
00.jsonl,1036148,sentences_41.txt,8630957
00.jsonl,1039850,sentences_05.txt,107239754
00.jsonl,1042336,sentences_55.txt,83451408
00.jsonl,1046390,sentences_16.txt,100825248
00.jsonl,1049703,sentences_03.txt,109149399
00.jsonl,1049871,sentences_14.txt,120188850
00.jsonl,1052214,sentences_54.txt,66435013
00.jsonl,1054817,sentences_53.txt,33735439
00.jsonl,1056806,sentences_55.txt,70828006
00.jsonl,1057694,sentences_32.txt,32353251
00.jsonl,1071887,sentences_59.txt,63375992
00.jsonl,1072079,sentences_71.txt,17636177
00.jsonl,1089228,sentences_35.txt,101678738
00.jsonl,1092016,sentences_68.txt,78692961
00.jsonl,1096345,sentences_23.txt,126801838
00.jsonl,1096704,sentences_59.txt,35730483
00.jsonl,1098324,sentences_19.txt,2874079
00.jsonl,1098991,sentences_17.txt,20038678
00.jsonl,1104640,sentences_18.txt,109918788
00.jsonl,1104908,sentences_09.txt,113560555
00.jsonl,1109236,sentences_13.txt,5742967
00.jsonl,1114971,sentences_75.txt,13205623
00.jsonl,1116224,sentences_14.txt,131066907
00.jsonl,1116457,sentences_67.txt,8655430
00.jsonl,1120561,sentences_84.txt,96404941
00.jsonl,1121398,sentences_73.txt,139330923
00.jsonl,1122430,sentences_39.txt,122213852
00.jsonl,1126874,sentences_67.txt,68130821
00.jsonl,1127289,sentences_83.txt,128456071
00.jsonl,1127830,sentences_84.txt,83033951
00.jsonl,1128099,sentences_62.txt,114043952
00.jsonl,1128099,sentences_64.txt,29993282
00.jsonl,1129580,sentences_19.txt,17518623
00.jsonl,1135046,sentences_38.txt,34043306
00.jsonl,1138305,sentences_34.txt,46093942
00.jsonl,1141196,sentences_50.txt,39601314
00.jsonl,1143119,sentences_20.txt,9826179
00.jsonl,1150763,sentences_33.txt,25063993
00.jsonl,1155659,sentences_21.txt,47815710
00.jsonl,1156691,sentences_51.txt,125252028
00.jsonl,1160240,sentences_67.txt,122716668
00.jsonl,1161733,sentences_53.txt,22567478
00.jsonl,1163478,sentences_32.txt,65626287
00.jsonl,1167608,sentences_04.txt,10616617
00.jsonl,1172299,sentences_06.txt,107946989
00.jsonl,1176599,sentences_53.txt,3419042
00.jsonl,1178842,sentences_38.txt,59669797
00.jsonl,1180338,sentences_29.txt,62424738
00.jsonl,1183810,sentences_15.txt,112458052
00.jsonl,1186465,sentences_54.txt,51192128
00.jsonl,1187093,sentences_49.txt,35947504
00.jsonl,1188021,sentences_50.txt,68489429
00.jsonl,1189748,sentences_16.txt,68165441
00.jsonl,1191187,sentences_53.txt,934745
00.jsonl,1191606,sentences_79.txt,3645980
00.jsonl,1203546,sentences_04.txt,6287655
00.jsonl,1203868,sentences_52.txt,118063004
00.jsonl,1206751,sentences_07.txt,34170558
00.jsonl,1206846,sentences_13.txt,46877879
00.jsonl,1207600,sentences_52.txt,123617007
00.jsonl,1208993,sentences_53.txt,3416275
00.jsonl,1209488,sentences_69.txt,41209453
00.jsonl,1212940,sentences_30.txt,108341615
00.jsonl,1216441,sentences_57.txt,75877820
00.jsonl,1220064,sentences_14.txt,30198635
00.jsonl,1222770,sentences_34.txt,36527940
00.jsonl,1223389,sentences_31.txt,83410536
00.jsonl,1223728,sentences_83.txt,29430093
00.jsonl,1226540,sentences_38.txt,4351968
00.jsonl,1232982,sentences_41.txt,109909802
00.jsonl,1235436,sentences_78.txt,43672190
00.jsonl,1238048,sentences_70.txt,108567348
00.jsonl,1238526,sentences_48.txt,114116722
00.jsonl,1239397,sentences_44.txt,56971247
00.jsonl,1244224,sentences_13.txt,43177398
00.jsonl,1245323,sentences_38.txt,59844504
00.jsonl,1245569,sentences_23.txt,44948815
00.jsonl,1246791,sentences_77.txt,76858211
00.jsonl,1249377,sentences_55.txt,53666783
00.jsonl,1249762,sentences_56.txt,110072845
00.jsonl,1254081,sentences_46.txt,111285890
00.jsonl,1254474,sentences_52.txt,114917068
00.jsonl,1257822,sentences_07.txt,94474053
00.jsonl,1265156,sentences_36.txt,14942401
00.jsonl,1266060,sentences_64.txt,75124167
00.jsonl,1267858,sentences_37.txt,96999973
00.jsonl,1268618,sentences_38.txt,128037425
00.jsonl,1270463,sentences_73.txt,57230353
00.jsonl,1275811,sentences_29.txt,90600263
00.jsonl,1282399,sentences_38.txt,42188845
00.jsonl,1286285,sentences_21.txt,101929756
00.jsonl,1288414,sentences_15.txt,6424354
00.jsonl,1288713,sentences_44.txt,117375668
00.jsonl,1294729,sentences_40.txt,47048474
00.jsonl,1298118,sentences_48.txt,44699137
00.jsonl,1303191,sentences_62.txt,115195168
00.jsonl,1303191,sentences_64.txt,31430546
00.jsonl,1303618,sentences_31.txt,120192175
00.jsonl,1303960,sentences_44.txt,81977509
00.jsonl,1304432,sentences_19.txt,26119726
00.jsonl,1307295,sentences_17.txt,14525552
00.jsonl,1307540,sentences_70.txt,1060329
00.jsonl,1307540,sentences_72.txt,121679901
00.jsonl,1309873,sentences_71.txt,33130581
00.jsonl,1315958,sentences_27.txt,70176494
00.jsonl,1316513,sentences_20.txt,37739273
00.jsonl,1316513,sentences_62.txt,55017475
00.jsonl,1318761,sentences_82.txt,73619705
00.jsonl,1320855,sentences_04.txt,8794302
00.jsonl,1321437,sentences_77.txt,106985730
00.jsonl,1335100,sentences_05.txt,111779447
00.jsonl,1352979,sentences_32.txt,17059925
00.jsonl,1366292,sentences_67.txt,58473910
00.jsonl,1369052,sentences_51.txt,70578867
00.jsonl,1369399,sentences_64.txt,82842609
00.jsonl,1376042,sentences_04.txt,277288
00.jsonl,1381180,sentences_20.txt,119265946
00.jsonl,1384307,sentences_44.txt,2425117
00.jsonl,1384567,sentences_18.txt,38345957
00.jsonl,1386282,sentences_54.txt,31441343
00.jsonl,1388594,sentences_56.txt,32169606
00.jsonl,1393985,sentences_30.txt,85995016
00.jsonl,1394353,sentences_20.txt,103632476
00.jsonl,1394831,sentences_21.txt,107085462
00.jsonl,1397668,sentences_38.txt,83868497
00.jsonl,1401992,sentences_74.txt,82490003
00.jsonl,1404640,sentences_70.txt,86802621
00.jsonl,1406441,sentences_39.txt,94299697
00.jsonl,1410134,sentences_36.txt,50243931
00.jsonl,1410485,sentences_60.txt,9489705
00.jsonl,1426254,sentences_20.txt,62523975
00.jsonl,1427007,sentences_69.txt,84051658
00.jsonl,1432576,sentences_30.txt,126206105
00.jsonl,1434243,sentences_15.txt,55425581
00.jsonl,1435415,sentences_14.txt,44675159
00.jsonl,1436688,sentences_41.txt,3406602
00.jsonl,1436688,sentences_56.txt,10081911
00.jsonl,1436690,sentences_28.txt,87606632
00.jsonl,1437007,sentences_37.txt,16105495
00.jsonl,1437461,sentences_43.txt,21260462
00.jsonl,1446433,sentences_15.txt,87864149
00.jsonl,1448680,sentences_17.txt,53222764
00.jsonl,1452057,sentences_29.txt,75659397
00.jsonl,1456581,sentences_21.txt,23883463
00.jsonl,1456857,sentences_24.txt,22097988
00.jsonl,1459514,sentences_55.txt,57895963
00.jsonl,1460515,sentences_84.txt,73796879
00.jsonl,1462449,sentences_68.txt,82202909
00.jsonl,1469731,sentences_38.txt,59200149
00.jsonl,1471147,sentences_16.txt,79065451
00.jsonl,1475216,sentences_55.txt,43347207
00.jsonl,1477807,sentences_48.txt,35629653
00.jsonl,1487485,sentences_51.txt,107149236
00.jsonl,1489145,sentences_51.txt,9992772
00.jsonl,1494396,sentences_15.txt,16025992
00.jsonl,1494834,sentences_23.txt,41533962
00.jsonl,1495893,sentences_20.txt,27713535
00.jsonl,1498159,sentences_14.txt,49643354
00.jsonl,1505958,sentences_20.txt,124169502
00.jsonl,1508709,sentences_22.txt,74543611
00.jsonl,1509220,sentences_60.txt,10590572
00.jsonl,1513321,sentences_46.txt,112990126
00.jsonl,1516944,sentences_09.txt,113664700
00.jsonl,1518989,sentences_17.txt,73947163
00.jsonl,1519850,sentences_46.txt,105842640
00.jsonl,1522868,sentences_73.txt,77520015
00.jsonl,1523275,sentences_37.txt,68052420
00.jsonl,1528293,sentences_07.txt,85874912
00.jsonl,1532243,sentences_55.txt,24453764
00.jsonl,1544931,sentences_14.txt,25092668
00.jsonl,1549543,sentences_33.txt,11468779
00.jsonl,1552932,sentences_18.txt,74750908
00.jsonl,1554756,sentences_45.txt,112992089
00.jsonl,1555198,sentences_20.txt,24920841
00.jsonl,1571680,sentences_10.txt,64109839
00.jsonl,1573119,sentences_30.txt,125997147
00.jsonl,1575621,sentences_05.txt,105434769
00.jsonl,1579605,sentences_59.txt,47404812
00.jsonl,1581269,sentences_19.txt,65628957
00.jsonl,1595168,sentences_55.txt,42183859
00.jsonl,1595470,sentences_15.txt,94218
00.jsonl,1598842,sentences_07.txt,93662756
00.jsonl,1602949,sentences_15.txt,110038753
00.jsonl,1605312,sentences_46.txt,114821532
00.jsonl,1606357,sentences_34.txt,29396232
00.jsonl,1607920,sentences_13.txt,48693314
00.jsonl,1611414,sentences_04.txt,8385036
00.jsonl,1612098,sentences_73.txt,33527869
00.jsonl,1621705,sentences_30.txt,27554604
00.jsonl,1623399,sentences_55.txt,99106743
00.jsonl,1625306,sentences_26.txt,108404250
00.jsonl,1629241,sentences_51.txt,119478532
00.jsonl,1629286,sentences_40.txt,28368165
00.jsonl,1630160,sentences_14.txt,58708578
00.jsonl,1633473,sentences_20.txt,93942762
00.jsonl,1634874,sentences_56.txt,27052197
00.jsonl,1635819,sentences_14.txt,102239181
00.jsonl,1639432,sentences_83.txt,22682835
00.jsonl,1639533,sentences_07.txt,20423436
00.jsonl,1640300,sentences_49.txt,2077596
00.jsonl,1644016,sentences_27.txt,100547895
